Date,Maximum,Minimum,Average,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth
2017-11-24,84,59,71.5,11.2,0,7,0,0,0
2017-11-25,83,58,70.5,10.4,0,6,0,0,0
2017-11-26,71,58,64.5,4.7,0,0,0,0,0
2017-11-27,68,54,61,1.4,4,0,0,0,0
2017-11-28,76,49,62.5,3.1,2,0,0,0,0
2017-11-29,75,52,63.5,4.3,1,0,0,0,0
2017-11-30,76,51,63.5,4.5,1,0,0,0,0
2017-12-01,74,52,63,4.2,2,0,0,0,0
2017-12-02,76,51,63.5,4.8,1,0,0,0,0
2017-12-03,69,52,60.5,2,4,0,0,0,0
2017-12-04,72,51,61.5,3.2,3,0,0,0,0
2017-12-05,71,45,58,-0.2,7,0,0,0,0
2017-12-06,75,44,59.5,1.4,5,0,0,0,0
2017-12-07,78,46,62,4.1,3,0,0,0,0
2017-12-08,78,48,63,5.2,2,0,0,0,0
2017-12-09,83,50,66.5,8.8,0,2,0,0,0
2017-12-10,82,50,66,8.4,0,1,0,0,0
2017-12-11,80,53,66.5,9,0,2,0,0,0
2017-12-12,83,53,68,10.5,0,3,0,0,0
2017-12-13,81,49,65,7.6,0,0,0,0,0
2017-12-14,76,48,62,4.7,3,0,0,0,0
2017-12-15,81,50,65.5,8.2,0,1,0,0,0
2017-12-16,67,52,59.5,2.2,5,0,0,0,0
2017-12-17,72,48,60,2.8,5,0,0,0,0
2017-12-18,72,50,61,3.8,4,0,0,0,0
2017-12-19,69,47,58,0.8,7,0,0,0,0
2017-12-20,60,47,53.5,-3.7,11,0,0.01,0,0
2017-12-21,63,44,53.5,-3.7,11,0,0,0,0
2017-12-22,65,40,52.5,-4.7,12,0,0,0,0
2017-12-23,66,47,56.5,-0.7,8,0,0,0,0
2017-12-24,74,45,59.5,2.2,5,0,0,0,0
2017-12-25,69,45,57,-0.3,8,0,0,0,0
2017-12-26,68,46,57,-0.3,8,0,0,0,0
2017-12-27,76,46,61,3.6,4,0,0,0,0
2017-12-28,79,47,63,5.6,2,0,0,0,0
2017-12-29,83,52,67.5,10.1,0,3,0,0,0
2017-12-30,73,48,60.5,3,4,0,0,0,0
2017-12-31,69,49,59,1.5,6,0,0,0,0
2018-01-01,71,47,59,1.4,6,0,0,0,0
2018-01-02,78,52,65,7.4,0,0,0,0,0
2018-01-03,74,53,63.5,5.9,1,0,0,0,0
2018-01-04,75,53,64,6.3,1,0,0,0,0
2018-01-05,73,54,63.5,5.8,1,0,0,0,0
2018-01-06,68,56,62,4.2,3,0,0,0,0
2018-01-07,74,58,66,8.2,0,1,0,0,0
2018-01-08,68,61,64.5,6.7,0,0,0.32,0,0
2018-01-09,64,51,57.5,-0.4,7,0,1.45,0,0
2018-01-10,66,48,57,-0.9,8,0,0,0,0
2018-01-11,70,49,59.5,1.6,5,0,0,0,0
2018-01-12,72,50,61,3,4,0,0,0,0
2018-01-13,84,53,68.5,10.5,0,4,0,0,0
2018-01-14,83,56,69.5,11.5,0,5,0,0,0
2018-01-15,72,51,61.5,3.5,3,0,0,0,0
2018-01-16,72,52,62,3.9,3,0,0,0,0
2018-01-17,78,52,65,6.9,0,0,0,0,0
2018-01-18,76,54,65,6.9,0,0,0,0,0
2018-01-19,65,53,59,0.9,6,0,0,0,0
2018-01-20,62,51,56.5,-1.6,8,0,0,0,0
2018-01-21,64,42,53,-5.1,12,0,0,0,0
2018-01-22,69,44,56.5,-1.7,8,0,0,0,0
2018-01-23,75,46,60.5,2.3,4,0,0,0,0
2018-01-24,75,52,63.5,5.3,1,0,0,0,0
2018-01-25,63,49,56,-2.2,9,0,0,0,0
2018-01-26,68,46,57,-1.2,8,0,0,0,0
2018-01-27,74,49,61.5,3.3,3,0,0,0,0
2018-01-28,83,49,66,7.8,0,1,0,0,0
2018-01-29,86,53,69.5,11.2,0,5,0,0,0
2018-01-30,82,57,69.5,11.2,0,5,0,0,0
2018-01-31,81,52,66.5,8.2,0,2,0,0,0
2018-02-01,79,52,65.5,7.2,0,1,0,0,0
2018-02-02,84,54,69,10.6,0,4,0,0,0
2018-02-03,80,53,66.5,8.1,0,2,0,0,0
2018-02-04,81,51,66,7.6,0,1,0,0,0
2018-02-05,77,53,65,6.6,0,0,0,0,0
2018-02-06,73,54,63.5,5,1,0,0,0,0
2018-02-07,82,51,66.5,8,0,2,0,0,0
2018-02-08,83,52,67.5,8.9,0,3,0,0,0
2018-02-09,73,54,63.5,4.9,1,0,0,0,0
2018-02-10,65,55,60,1.3,5,0,0,0,0
2018-02-11,72,50,61,2.3,4,0,0,0,0
2018-02-12,63,53,58,-0.8,7,0,0.01,0,0
2018-02-13,66,51,58.5,-0.3,6,0,0,0,0
2018-02-14,69,54,61.5,2.6,3,0,0,0,0
2018-02-15,71,51,61,2.1,4,0,0,0,0
2018-02-16,74,49,61.5,2.5,3,0,0,0,0
2018-02-17,76,49,62.5,3.5,2,0,0,0,0
2018-02-18,69,48,58.5,-0.6,6,0,0,0,0
2018-02-19,59,48,53.5,-5.7,11,0,0,0,0
2018-02-20,60,40,50,-9.2,15,0,0,0,0
2018-02-21,62,47,54.5,-4.8,10,0,0,0,0
2018-02-22,62,45,53.5,-5.9,11,0,0,0,0
2018-02-23,59,44,51.5,-7.9,13,0,0,0,0
2018-02-24,62,40,51,-8.5,14,0,0,0,0
2018-02-25,68,44,56,-3.6,9,0,0,0,0
2018-02-26,67,45,56,-3.6,9,0,0.02,0,0
2018-02-27,56,43,49.5,-10.2,15,0,0,0,0
2018-02-28,62,41,51.5,-8.3,13,0,0,0,0
2018-03-01,63,45,54,-5.8,11,0,0,0,0
2018-03-02,59,51,55,-4.9,10,0,0.51,0,0
2018-03-03,61,48,54.5,-5.4,10,0,0.05,0,0
2018-03-04,62,43,52.5,-7.5,12,0,0,0,0
2018-03-05,72,44,58,-2,7,0,0,0,0
2018-03-06,78,50,64,3.9,1,0,0,0,0
2018-03-07,72,51,61.5,1.3,3,0,0,0,0
2018-03-08,73,50,61.5,1.3,3,0,0,0,0
2018-03-09,72,55,63.5,3.2,1,0,0,0,0
2018-03-10,62,57,59.5,-0.8,5,0,0.51,0,0
2018-03-11,69,57,63,2.6,2,0,0.02,0,0
2018-03-12,72,57,64.5,4.1,0,0,0,0,0
2018-03-13,70,58,64,3.6,1,0,0.05,0,0
2018-03-14,65,54,59.5,-1,5,0,0.07,0,0
2018-03-15,67,51,59,-1.5,6,0,0.17,0,0
2018-03-16,63,52,57.5,-3.1,7,0,0.1,0,0
2018-03-17,62,50,56,-4.6,9,0,0,0,0
2018-03-18,64,46,55,-5.7,10,0,0,0,0
2018-03-19,74,49,61.5,0.8,3,0,0,0,0
2018-03-20,72,56,64,3.2,1,0,0,0,0
2018-03-21,65,55,60,-0.8,5,0,0.65,0,0
2018-03-22,65,57,61,0.1,4,0,0.56,0,0
2018-03-23,69,55,62,1.1,3,0,0,0,0
2018-03-24,65,54,59.5,-1.5,5,0,0,0,0
2018-03-25,64,51,57.5,-3.5,7,0,0,0,0
2018-03-26,72,48,60,-1.1,5,0,0,0,0
2018-03-27,77,50,63.5,2.3,1,0,0,0,0
2018-03-28,76,52,64,2.8,1,0,0,0,0
2018-03-29,74,51,62.5,1.2,2,0,0,0,0
2018-03-30,76,52,64,2.6,1,0,0,0,0
2018-03-31,70,52,61,-0.5,4,0,0,0,0
2018-04-01,70,55,62.5,1,2,0,0,0,0
2018-04-02,69,56,62.5,0.9,2,0,0,0,0
2018-04-03,70,55,62.5,0.8,2,0,0,0,0
2018-04-04,66,54,60,-1.8,5,0,0,0,0
2018-04-05,68,57,62.5,0.6,2,0,0,0,0
2018-04-06,70,55,62.5,0.5,2,0,0,0,0
2018-04-07,72,59,65.5,3.4,0,1,0,0,0
2018-04-08,75,55,65,2.8,0,0,0,0,0
2018-04-09,95,56,75.5,13.2,0,11,0,0,0
2018-04-10,88,61,74.5,12.1,0,10,0,0,0
2018-04-11,80,58,69,6.5,0,4,0,0,0
2018-04-12,70,55,62.5,-0.2,2,0,0,0,0
2018-04-13,79,56,67.5,4.7,0,3,0,0,0
2018-04-14,87,57,72,9.1,0,7,0,0,0
2018-04-15,79,55,67,4,0,2,0,0,0
2018-04-16,65,52,58.5,-4.6,6,0,0,0,0
2018-04-17,71,51,61,-2.3,4,0,0,0,0
2018-04-18,72,53,62.5,-0.9,2,0,0,0,0
2018-04-19,63,51,57,-6.5,8,0,0.02,0,0
2018-04-20,74,54,64,0.4,1,0,0,0,0
2018-04-21,83,53,68,4.2,0,3,0,0,0
2018-04-22,79,57,68,4.1,0,3,0,0,0
2018-04-23,76,55,65.5,1.5,0,1,0,0,0
2018-04-24,70,53,61.5,-2.6,3,0,0,0,0
2018-04-25,70,55,62.5,-1.7,2,0,0,0,0
2018-04-26,71,55,63,-1.3,2,0,0,0,0
2018-04-27,70,55,62.5,-1.9,2,0,0,0,0
2018-04-28,70,54,62,-2.5,3,0,0,0,0
2018-04-29,69,55,62,-2.6,3,0,0,0,0
2018-04-30,68,55,61.5,-3.2,3,0,0,0,0
2018-05-01,61,55,58,-6.8,7,0,0.02,0,0
2018-05-02,65,54,59.5,-5.4,5,0,0,0,0
2018-05-03,69,52,60.5,-4.5,4,0,0,0,0
2018-05-04,90,56,73,7.9,0,8,0,0,0
2018-05-05,86,59,72.5,7.3,0,8,0,0,0
2018-05-06,83,58,70.5,5.3,0,6,0,0,0
2018-05-07,76,55,65.5,0.2,0,1,0,0,0
2018-05-08,76,58,67,1.6,0,2,0,0,0
2018-05-09,75,59,67,1.6,0,2,0,0,0
2018-05-10,76,60,68,2.5,0,3,0,0,0
2018-05-11,65,60,62.5,-3,2,0,0,0,0
2018-05-12,66,57,61.5,-4.1,3,0,0,0,0
2018-05-13,70,58,64,-1.7,1,0,0.03,0,0
2018-05-14,72,56,64,-1.7,1,0,0,0,0
2018-05-15,71,58,64.5,-1.3,0,0,0,0,0
2018-05-16,75,57,66,0.2,0,1,0,0,0
2018-05-17,74,57,65.5,-0.3,0,1,0,0,0
2018-05-18,70,59,64.5,-1.4,0,0,0,0,0
2018-05-19,68,58,63,-2.9,2,0,0,0,0
2018-05-20,70,60,65,-1,0,0,0,0,0
2018-05-21,67,60,63.5,-2.5,1,0,0.04,0,0
2018-05-22,68,59,63.5,-2.6,1,0,0,0,0
2018-05-23,69,59,64,-2.2,1,0,0,0,0
2018-05-24,67,60,63.5,-2.7,1,0,0,0,0
2018-05-25,69,57,63,-3.3,2,0,0,0,0
2018-05-26,72,57,64.5,-1.9,0,0,0,0,0
2018-05-27,74,58,66,-0.4,0,1,0,0,0
2018-05-28,73,58,65.5,-1,0,1,0,0,0
2018-05-29,72,61,66.5,-0.1,0,2,0,0,0
2018-05-30,70,60,65,-1.7,0,0,0,0,0
2018-05-31,72,60,66,-0.8,0,1,0,0,0
2018-06-01,75,58,66.5,-0.4,0,2,0,0,0
2018-06-02,80,59,69.5,2.5,0,5,0,0,0
2018-06-03,79,60,69.5,2.4,0,5,0,0,0
2018-06-04,77,60,68.5,1.3,0,4,0,0,0
2018-06-05,73,62,67.5,0.1,0,3,0,0,0
2018-06-06,74,60,67,-0.5,0,2,0,0,0
2018-06-07,77,58,67.5,-0.2,0,3,0,0,0
2018-06-08,81,59,70,2.2,0,5,0,0,0
2018-06-09,82,62,72,4,0,7,0,0,0
2018-06-10,80,62,71,2.9,0,6,0,0,0
2018-06-11,81,63,72,3.7,0,7,0,0,0
2018-06-12,84,63,73.5,5,0,9,0,0,0
2018-06-13,80,61,70.5,1.9,0,6,0,0,0
2018-06-14,88,61,74.5,5.7,0,10,0,0,0
2018-06-15,82,63,72.5,3.5,0,8,0,0,0
2018-06-16,75,64,69.5,0.3,0,5,0,0,0
2018-06-17,70,61,65.5,-3.9,0,1,0,0,0
2018-06-18,72,60,66,-3.6,0,1,0,0,0
2018-06-19,75,61,68,-1.8,0,3,0,0,0
2018-06-20,80,60,70,0,0,5,0,0,0
2018-06-21,78,65,71.5,1.3,0,7,0,0,0
2018-06-22,78,63,70.5,0.1,0,6,0,0,0
2018-06-23,74,64,69,-1.6,0,4,0,0,0
2018-06-24,77,63,70,-0.7,0,5,0,0,0
2018-06-25,79,64,71.5,0.6,0,7,0,0,0
2018-06-26,78,64,71,-0.1,0,6,0,0,0
2018-06-27,80,63,71.5,0.2,0,7,0,0,0
2018-06-28,79,63,71,-0.5,0,6,0,0,0
2018-06-29,79,66,72.5,0.8,0,8,0,0,0
2018-06-30,80,66,73,1.2,0,8,0,0,0
2018-07-01,78,65,71.5,-0.5,0,7,0,0,0
2018-07-02,78,64,71,-1.1,0,6,0,0,0
2018-07-03,80,64,72,-0.3,0,7,0,0,0
2018-07-04,82,65,73.5,1.1,0,9,0,0,0
2018-07-05,88,63,75.5,2.9,0,11,0,0,0
2018-07-06,108,69,88.5,15.8,0,24,0,0,0
2018-07-07,104,79,91.5,18.7,0,27,0,0,0
2018-07-08,98,75,86.5,13.6,0,22,0,0,0
2018-07-09,96,74,85,12,0,20,0,0,0
2018-07-10,91,73,82,8.9,0,17,0,0,0
2018-07-11,90,72,81,7.8,0,16,0,0,0
2018-07-12,88,70,79,5.7,0,14,0,0,0
2018-07-13,83,69,76,2.6,0,11,0,0,0
2018-07-14,84,69,76.5,3,0,12,0,0,0
2018-07-15,87,70,78.5,5,0,14,0,0,0
2018-07-16,84,69,76.5,2.9,0,12,0,0,0
2018-07-17,81,68,74.5,0.9,0,10,0,0,0
2018-07-18,83,69,76,2.3,0,11,0,0,0
2018-07-19,86,70,78,4.3,0,13,0,0,0
2018-07-20,82,69,75.5,1.8,0,11,0,0,0
2018-07-21,82,69,75.5,1.7,0,11,0,0,0
2018-07-22,88,68,78,4.2,0,13,0,0,0
2018-07-23,93,70,81.5,7.7,0,17,0,0,0
2018-07-24,94,72,83,9.2,0,18,0,0,0
2018-07-25,90,72,81,7.1,0,16,0,0,0
2018-07-26,88,71,79.5,5.6,0,15,0,0,0
2018-07-27,84,70,77,3.1,0,12,0,0,0
2018-07-28,86,70,78,4.1,0,13,0,0,0
2018-07-29,96,70,83,9.1,0,18,0,0,0
2018-07-30,87,70,78.5,4.6,0,14,0,0,0
2018-07-31,88,70,79,5.1,0,14,0,0,0
2018-08-01,90,71,80.5,6.6,0,16,0,0,0
2018-08-02,90,71,80.5,6.5,0,16,0,0,0
2018-08-03,92,70,81,7,0,16,0,0,0
2018-08-04,90,68,79,5,0,14,0,0,0
2018-08-05,89,68,78.5,4.5,0,14,0,0,0
2018-08-06,93,69,81,7,0,16,0,0,0
2018-08-07,96,71,83.5,9.5,0,19,0,0,0
2018-08-08,98,72,85,10.9,0,20,0,0,0
2018-08-09,97,71,84,9.9,0,19,0,0,0
2018-08-10,93,73,83,8.9,0,18,0,0,0
2018-08-11,90,73,81.5,7.4,0,17,0,0,0
2018-08-12,88,69,78.5,4.3,0,14,0,0,0
2018-08-13,86,68,77,2.8,0,12,0,0,0
2018-08-14,84,68,76,1.8,0,11,0,0,0
2018-08-15,86,69,77.5,3.3,0,13,0,0,0
2018-08-16,86,72,79,4.7,0,14,0,0,0
2018-08-17,87,72,79.5,5.2,0,15,0,0,0
2018-08-18,85,71,78,3.7,0,13,0,0,0
2018-08-19,86,69,77.5,3.1,0,13,0,0,0
2018-08-20,86,70,78,3.6,0,13,0,0,0
2018-08-21,86,70,78,3.6,0,13,0,0,0
2018-08-22,84,70,77,2.6,0,12,0,0,0
2018-08-23,84,68,76,1.6,0,11,0,0,0
2018-08-24,84,67,75.5,1,0,11,0,0,0
2018-08-25,81,67,74,-0.5,0,9,0,0,0
2018-08-26,82,66,74,-0.5,0,9,0,0,0
2018-08-27,81,67,74,-0.5,0,9,0,0,0
2018-08-28,81,65,73,-1.5,0,8,0,0,0
2018-08-29,85,67,76,1.5,0,11,0,0,0
2018-08-30,87,65,76,1.5,0,11,0,0,0
2018-08-31,85,65,75,0.6,0,10,0,0,0
2018-09-01,82,67,74.5,0.1,0,10,0,0,0
2018-09-02,79,69,74,-0.4,0,9,0,0,0
2018-09-03,79,69,74,-0.3,0,9,0,0,0
2018-09-04,76,68,72,-2.3,0,7,0,0,0
2018-09-05,77,67,72,-2.2,0,7,0,0,0
2018-09-06,76,66,71,-3.2,0,6,0,0,0
2018-09-07,82,65,73.5,-0.6,0,9,0,0,0
2018-09-08,84,65,74.5,0.5,0,10,0,0,0
2018-09-09,89,64,76.5,2.5,0,12,0,0,0
2018-09-10,84,67,75.5,1.6,0,11,0,0,0
2018-09-11,82,68,75,1.2,0,10,0,0,0
2018-09-12,81,66,73.5,-0.2,0,9,0,0,0
2018-09-13,85,64,74.5,0.9,0,10,0,0,0
2018-09-14,92,65,78.5,5,0,14,0,0,0
2018-09-15,86,65,75.5,2.1,0,11,0,0,0
2018-09-16,87,64,75.5,2.3,0,11,0,0,0
2018-09-17,87,62,74.5,1.4,0,10,0,0,0
2018-09-18,85,61,73,0,0,8,0,0,0
2018-09-19,81,61,71,-1.8,0,6,0,0,0
2018-09-20,82,63,72.5,-0.2,0,8,0,0,0
2018-09-21,80,65,72.5,0,0,8,0,0,0
2018-09-22,81,64,72.5,0.1,0,8,0,0,0
2018-09-23,80,65,72.5,0.3,0,8,0,0,0
2018-09-24,79,64,71.5,-0.6,0,7,0,0,0
2018-09-25,73,63,68,-3.9,0,3,0,0,0
2018-09-26,80,63,71.5,-0.3,0,7,0,0,0
2018-09-27,80,64,72,0.4,0,7,0,0,0
2018-09-28,82,64,73,1.5,0,8,0,0,0
2018-09-29,81,65,73,1.7,0,8,0,0,0
2018-09-30,85,61,73,1.9,0,8,0,0,0
2018-10-01,90,66,78,7,0,13,0,0,0
2018-10-02,82,67,74.5,3.7,0,10,0,0,0
2018-10-03,80,68,74,3.3,0,9,0,0,0
2018-10-04,79,65,72,1.5,0,7,0,0,0
2018-10-05,77,65,71,0.7,0,6,0,0,0
2018-10-06,77,64,70.5,0.3,0,6,0,0,0
2018-10-07,78,63,70.5,0.5,0,6,0,0,0
2018-10-08,77,63,70,0.1,0,5,0,0,0
2018-10-09,77,63,70,0.3,0,5,0,0,0
2018-10-10,73,63,68,-1.6,0,3,0,0,0
2018-10-11,75,60,67.5,-1.9,0,3,0,0,0
2018-10-12,81,60,70.5,1.2,0,6,0.42,0,0
2018-10-13,71,62,66.5,-2.6,0,2,0.15,0,0
2018-10-14,73,62,67.5,-1.5,0,3,0,0,0
2018-10-15,82,59,70.5,1.7,0,6,0,0,0
2018-10-16,83,54,68.5,-0.1,0,4,0,0,0
2018-10-17,83,57,70,1.5,0,5,0,0,0
2018-10-18,85,58,71.5,3.2,0,7,0,0,0
2018-10-19,89,60,74.5,6.3,0,10,0,0,0
2018-10-20,90,61,75.5,7.5,0,11,0,0,0
2018-10-21,81,62,71.5,3.6,0,7,0,0,0
2018-10-22,76,63,69.5,1.8,0,5,0,0,0
2018-10-23,73,62,67.5,0,0,3,0,0,0
2018-10-24,79,62,70.5,3.1,0,6,0,0,0
2018-10-25,79,63,71,3.8,0,6,0,0,0
2018-10-26,84,61,72.5,5.5,0,8,0,0,0
2018-10-27,84,59,71.5,4.7,0,7,0,0,0
2018-10-28,81,58,69.5,2.9,0,5,0,0,0
2018-10-29,74,58,66,-0.4,0,1,0,0,0
2018-10-30,74,61,67.5,1.3,0,3,0,0,0
2018-10-31,80,55,67.5,1.5,0,3,0,0,0
2018-11-01,82,56,69,3.2,0,4,0,0,0
2018-11-02,88,58,73,7.4,0,8,0,0,0
2018-11-03,86,58,72,6.6,0,7,0,0,0
2018-11-04,82,59,70.5,5.3,0,6,0,0,0
2018-11-05,77,61,69,4,0,4,0,0,0
2018-11-06,75,62,68.5,3.8,0,4,0,0,0
2018-11-07,71,60,65.5,1,0,1,0,0,0
2018-11-08,75,58,66.5,2.2,0,2,0,0,0
2018-11-09,82,50,66,2,0,1,0,0,0
2018-11-10,78,53,65.5,1.7,0,1,0,0,0
2018-11-11,78,50,64,0.5,1,0,0,0,0
2018-11-12,78,48,63,-0.3,2,0,0,0,0
2018-11-13,76,47,61.5,-1.5,3,0,0,0,0
2018-11-14,79,54,66.5,3.7,0,2,0,0,0
2018-11-15,80,51,65.5,3,0,1,0,0,0
2018-11-16,76,52,64,1.7,1,0,0,0,0
2018-11-17,72,58,65,3,0,0,0,0,0
2018-11-18,74,55,64.5,2.7,0,0,0,0,0
2018-11-19,73,52,62.5,1,2,0,0,0,0
2018-11-20,74,50,62,0.7,3,0,0,0,0
2018-11-21,71,53,62,1,3,0,0.07,0,0
2018-11-22,68,56,62,1.2,3,0,0.42,0,0
2018-11-23,69,54,61.5,1,3,0,0,0,0
2018-11-24,71,55,63,2.7,2,0,0,0,0
2018-11-25,76,56,66,5.9,0,1,0,0,0
2018-11-26,78,54,66,6.2,0,1,0,0,0
2018-11-27,76,56,66,6.4,0,1,0,0,0
2018-11-28,69,55,62,2.6,3,0,0.07,0,0
2018-11-29,65,54,59.5,0.3,5,0,1.02,0,0
2018-11-30,67,53,60,1,5,0,0,0,0
2018-12-01,66,48,57,-1.8,8,0,0,0,0
2018-12-02,65,52,58.5,-0.2,6,0,0,0,0
2018-12-03,68,51,59.5,1,5,0,0,0,0
2018-12-04,71,51,61,2.7,4,0,0,0,0
2018-12-05,61,52,56.5,-1.7,8,0,0.2,0,0
2018-12-06,58,50,54,-4.1,11,0,1.91,0,0
2018-12-07,70,49,59.5,1.6,5,0,0,0,0
2018-12-08,72,52,62,4.2,3,0,0,0,0
2018-12-09,72,53,62.5,4.8,2,0,0,0,0
2018-12-10,68,56,62,4.4,3,0,0,0,0
2018-12-11,70,50,60,2.5,5,0,0,0,0
2018-12-12,66,52,59,1.5,6,0,0,0,0
2018-12-13,77,48,62.5,5.1,2,0,0,0,0
2018-12-14,69,56,62.5,5.2,2,0,0,0,0
2018-12-15,72,47,59.5,2.2,5,0,0,0,0
2018-12-16,71,46,58.5,1.2,6,0,0,0,0
2018-12-17,68,55,61.5,4.3,3,0,0,0,0
2018-12-18,68,53,60.5,3.3,4,0,0,0,0
2018-12-19,75,49,62,4.8,3,0,0,0,0
2018-12-20,76,49,62.5,5.3,2,0,0,0,0
2018-12-21,71,55,63,5.8,2,0,0,0,0
2018-12-22,70,49,59.5,2.3,5,0,0,0,0
2018-12-23,67,47,57,-0.2,8,0,0,0,0
2018-12-24,67,53,60,2.7,5,0,0,0,0
2018-12-25,67,52,59.5,2.2,5,0,0,0,0
2018-12-26,66,47,56.5,-0.8,8,0,0,0,0
2018-12-27,67,49,58,0.6,7,0,0,0,0
2018-12-28,62,45,53.5,-3.9,11,0,0,0,0
2018-12-29,62,39,50.5,-6.9,14,0,0,0,0
2018-12-30,66,41,53.5,-4,11,0,0,0,0
2018-12-31,63,46,54.5,-3,10,0,0,0,0
2019-01-01,62,38,50,-7.6,15,0,0,0,0
2019-01-02,63,38,50.5,-7.1,14,0,0,0,0
2019-01-03,67,43,55,-2.6,10,0,0,0,0
2019-01-04,66,45,55.5,-2.2,9,0,0,0,0
2019-01-05,58,48,53,-4.7,12,0,0.55,0,0
2019-01-06,61,46,53.5,-4.3,11,0,0,0,0
2019-01-07,61,51,56,-1.8,9,0,0.2,0,0
2019-01-08,72,50,61,3.2,4,0,0,0,0
2019-01-09,67,47,57,-0.9,8,0,0,0,0
2019-01-10,65,49,57,-0.9,8,0,0,0,0
2019-01-11,65,51,58,0.1,7,0,0,0,0
2019-01-12,60,52,56,-2,9,0,0.74,0,0
2019-01-13,61,49,55,-3,10,0,0,0,0
2019-01-14,57,52,54.5,-3.5,10,0,1,0,0
2019-01-15,59,50,54.5,-3.5,10,0,0.55,0,0
2019-01-16,60,53,56.5,-1.6,8,0,0.99,0,0
2019-01-17,62,56,59,0.9,6,0,0.93,0,0
2019-01-18,67,54,60.5,2.4,4,0,0,0,0
2019-01-19,78,51,64.5,6.4,0,0,0,0,0
2019-01-20,74,54,64,5.9,1,0,0,0,0
2019-01-21,63,53,58,-0.1,7,0,0,0,0
2019-01-22,67,47,57,-1.2,8,0,0,0,0
2019-01-23,67,45,56,-2.2,9,0,0,0,0
2019-01-24,77,46,61.5,3.3,3,0,0,0,0
2019-01-25,77,48,62.5,4.3,2,0,0,0,0
2019-01-26,77,50,63.5,5.3,1,0,0,0,0
2019-01-27,77,51,64,5.8,1,0,0,0,0
2019-01-28,75,50,62.5,4.3,2,0,0,0,0
2019-01-29,71,55,63,4.7,2,0,0,0,0
2019-01-30,68,54,61,2.7,4,0,0,0,0
2019-01-31,60,52,56,-2.3,9,0,0.99,0,0
2019-02-01,64,48,56,-2.3,9,0,0,0,0
2019-02-02,59,53,56,-2.4,9,0,1.73,0,0
2019-02-03,60,52,56,-2.4,9,0,0.46,0,0
2019-02-04,60,51,55.5,-2.9,9,0,0.27,0,0
2019-02-05,56,46,51,-7.4,14,0,0.24,0,0
2019-02-06,57,43,50,-8.5,15,0,0,0,0
2019-02-07,62,43,52.5,-6,12,0,0,0,0
2019-02-08,63,44,53.5,-5.1,11,0,0,0,0
2019-02-09,60,47,53.5,-5.1,11,0,0.26,0,0
2019-02-10,58,47,52.5,-6.2,12,0,0.12,0,0
2019-02-11,61,40,50.5,-8.2,14,0,0,0,0
2019-02-12,69,42,55.5,-3.3,9,0,0,0,0
2019-02-13,61,52,56.5,-2.3,8,0,0.09,0,0
2019-02-14,63,53,58,-0.9,7,0,2.12,0,0
2019-02-15,61,49,55,-3.9,10,0,0.18,0,0
2019-02-16,60,45,52.5,-6.5,12,0,0,0,0
2019-02-17,58,44,51,-8,14,0,0,0,0
2019-02-18,59,43,51,-8.1,14,0,0,0,0
2019-02-19,60,41,50.5,-8.7,14,0,0,0,0
2019-02-20,57,43,50,-9.2,15,0,0.08,0,0
2019-02-21,57,43,50,-9.3,15,0,0,0,0
2019-02-22,62,40,51,-8.4,14,0,0,0,0
2019-02-23,62,46,54,-5.4,11,0,0,0,0
2019-02-24,66,46,56,-3.5,9,0,0,0,0
2019-02-25,68,48,58,-1.6,7,0,0,0,0
2019-02-26,66,47,56.5,-3.1,8,0,0,0,0
2019-02-27,66,50,58,-1.7,7,0,0.01,0,0
2019-02-28,67,56,61.5,1.7,3,0,0.03,0,0
2019-03-01,66,57,61.5,1.7,3,0,0,0,0
2019-03-02,62,55,58.5,-1.4,6,0,0.89,0,0
2019-03-03,63,54,58.5,-1.4,6,0,0,0,0
2019-03-04,65,52,58.5,-1.5,6,0,0,0,0
2019-03-05,67,49,58,-2,7,0,0.05,0,0
2019-03-06,61,54,57.5,-2.6,7,0,1.25,0,0
2019-03-07,62,51,56.5,-3.7,8,0,0,0,0
2019-03-08,60,49,54.5,-5.7,10,0,0,0,0
2019-03-09,62,50,56,-4.3,9,0,0,0,0
2019-03-10,62,49,55.5,-4.8,9,0,0,0,0
2019-03-11,67,50,58.5,-1.9,6,0,0,0,0
2019-03-12,71,55,63,2.6,2,0,0,0,0
2019-03-13,69,51,60,-0.4,5,0,0,0,0
2019-03-14,71,48,59.5,-1,5,0,0,0,0
2019-03-15,76,48,62,1.5,3,0,0,0,0
2019-03-16,81,50,65.5,4.9,0,1,0,0,0
2019-03-17,85,57,71,10.4,0,6,0,0,0
2019-03-18,79,57,68,7.3,0,3,0,0,0
2019-03-19,69,55,62,1.3,3,0,0,0,0
2019-03-20,67,54,60.5,-0.3,4,0,0,0,0
2019-03-21,63,52,57.5,-3.3,7,0,0,0,0
2019-03-22,66,49,57.5,-3.4,7,0,0,0,0
2019-03-23,66,55,60.5,-0.4,4,0,0,0,0
2019-03-24,70,53,61.5,0.5,3,0,0,0,0
2019-03-25,75,53,64,3,1,0,0,0,0
2019-03-26,72,53,62.5,1.4,2,0,0,0,0
2019-03-27,70,56,63,1.8,2,0,0,0,0
2019-03-28,67,54,60.5,-0.7,4,0,0,0,0
