Date,Maximum,Minimum,Average,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth
2019-03-29,73,51,62,0.7,3,0,0,0,0
2019-03-30,80,54,67,5.6,0,2,0,0,0
2019-03-31,85,60,72.5,11,0,8,0,0,0
2019-04-01,84,61,72.5,11,0,8,0,0,0
2019-04-02,71,59,65,3.4,0,0,0,0,0
2019-04-03,67,57,62,0.3,3,0,0,0,0
2019-04-04,67,56,61.5,-0.3,3,0,0.01,0,0
2019-04-05,67,54,60.5,-1.4,4,0,0,0,0
2019-04-06,70,56,63,1,2,0,0,0,0
2019-04-07,79,56,67.5,5.4,0,3,0,0,0
2019-04-08,87,60,73.5,11.3,0,9,0,0,0
2019-04-09,80,62,71,8.7,0,6,0,0,0
2019-04-10,77,59,68,5.6,0,3,0,0,0
2019-04-11,74,57,65.5,3,0,1,0,0,0
2019-04-12,77,57,67,4.3,0,2,0,0,0
2019-04-13,79,56,67.5,4.7,0,3,0,0,0
2019-04-14,73,54,63.5,0.6,1,0,0,0,0
2019-04-15,67,52,59.5,-3.5,5,0,0,0,0
2019-04-16,65,57,61,-2.1,4,0,0,0,0
2019-04-17,75,54,64.5,1.2,0,0,0,0,0
2019-04-18,82,56,69,5.6,0,4,0,0,0
2019-04-19,73,57,65,1.5,0,0,0,0,0
2019-04-20,66,57,61.5,-2.1,3,0,0,0,0
2019-04-21,70,55,62.5,-1.3,2,0,0,0,0
2019-04-22,69,55,62,-1.9,3,0,0,0,0
2019-04-23,78,56,67,3,0,2,0,0,0
2019-04-24,79,58,68.5,4.4,0,4,0,0,0
2019-04-25,77,58,67.5,3.3,0,3,0,0,0
2019-04-26,71,58,64.5,0.2,0,0,0,0,0
2019-04-27,69,59,64,-0.4,1,0,0,0,0
2019-04-28,70,58,64,-0.5,1,0,0,0,0
2019-04-29,68,56,62,-2.6,3,0,0.01,0,0
2019-04-30,67,57,62,-2.7,3,0,0,0,0
2019-05-01,70,54,62,-2.8,3,0,0,0,0
2019-05-02,69,55,62,-2.9,3,0,0,0,0
2019-05-03,73,56,64.5,-0.5,0,0,0,0,0
2019-05-04,73,59,66,0.9,0,1,0,0,0
2019-05-05,72,58,65,-0.2,0,0,0.01,0,0
2019-05-06,69,57,63,-2.2,2,0,0.02,0,0
2019-05-07,67,57,62,-3.3,3,0,0,0,0
2019-05-08,65,59,62,-3.4,3,0,0,0,0
2019-05-09,66,60,63,-2.4,2,0,0,0,0
2019-05-10,69,59,64,-1.5,1,0,0,0,0
2019-05-11,75,57,66,0.5,0,1,0,0,0
2019-05-12,75,61,68,2.4,0,3,0,0,0
2019-05-13,71,62,66.5,0.8,0,2,0,0,0
2019-05-14,73,60,66.5,0.8,0,2,0,0,0
2019-05-15,68,60,64,-1.8,1,0,0,0,0
2019-05-16,67,58,62.5,-3.3,2,0,0.48,0,0
2019-05-17,72,54,63,-2.8,2,0,0,0,0
2019-05-18,72,56,64,-1.9,1,0,0.01,0,0
2019-05-19,65,52,58.5,-7.4,6,0,0.21,0,0
2019-05-20,69,54,61.5,-4.5,3,0,0,0,0
2019-05-21,67,58,62.5,-3.5,2,0,0,0,0
2019-05-22,68,56,62,-4.1,3,0,0.04,0,0
2019-05-23,64,56,60,-6.2,5,0,0,0,0
2019-05-24,71,53,62,-4.2,3,0,0,0,0
2019-05-25,71,56,63.5,-2.8,1,0,0,0,0
2019-05-26,62,53,57.5,-8.9,7,0,0.04,0,0
2019-05-27,68,49,58.5,-7.9,6,0,0,0,0
2019-05-28,71,55,63,-3.5,2,0,0,0,0
2019-05-29,77,57,67,0.4,0,2,0,0,0
2019-05-30,76,59,67.5,0.8,0,3,0,0,0
2019-05-31,72,59,65.5,-1.3,0,1,0,0,0
2019-06-01,67,61,64,-2.9,1,0,0,0,0
2019-06-02,67,60,63.5,-3.5,1,0,0,0,0
2019-06-03,70,60,65,-2.1,0,0,0,0,0
2019-06-04,74,61,67.5,0.3,0,3,0,0,0
2019-06-05,75,63,69,1.6,0,4,0,0,0
2019-06-06,75,63,69,1.5,0,4,0,0,0
2019-06-07,72,62,67,-0.7,0,2,0,0,0
2019-06-08,79,63,71,3.2,0,6,0,0,0
2019-06-09,82,63,72.5,4.5,0,8,0,0,0
2019-06-10,92,63,77.5,9.4,0,13,0,0,0
2019-06-11,90,65,77.5,9.2,0,13,0,0,0
2019-06-12,80,63,71.5,3,0,7,0,0,0
2019-06-13,73,62,67.5,-1.1,0,3,0,0,0
2019-06-14,73,63,68,-0.8,0,3,0,0,0
2019-06-15,75,64,69.5,0.5,0,5,0,0,0
2019-06-16,73,63,68,-1.2,0,3,0,0,0
2019-06-17,73,63,68,-1.4,0,3,0,0,0
2019-06-18,72,63,67.5,-2.1,0,3,0,0,0
2019-06-19,79,65,72,2.2,0,7,0,0,0
2019-06-20,73,65,69,-1,0,4,0,0,0
2019-06-21,71,62,66.5,-3.7,0,2,0,0,0
2019-06-22,74,63,68.5,-1.9,0,4,0,0,0
2019-06-23,77,62,69.5,-1.1,0,5,0,0,0
2019-06-24,72,63,67.5,-3.2,0,3,0,0,0
2019-06-25,71,64,67.5,-3.4,0,3,0,0,0
2019-06-26,73,62,67.5,-3.6,0,3,0,0,0
2019-06-27,77,62,69.5,-1.8,0,5,0,0,0
2019-06-28,81,63,72,0.5,0,7,0,0,0
2019-06-29,85,60,72.5,0.8,0,8,0,0,0
2019-06-30,86,63,74.5,2.7,0,10,0,0,0
2019-07-01,84,64,74,2,0,9,0,0,0
2019-07-02,82,65,73.5,1.4,0,9,0,0,0
2019-07-03,80,65,72.5,0.2,0,8,0,0,0
2019-07-04,75,64,69.5,-2.9,0,5,0,0,0
2019-07-05,78,62,70,-2.6,0,5,0,0,0
2019-07-06,78,64,71,-1.7,0,6,0,0,0
2019-07-07,75,65,70,-2.8,0,5,0,0,0
2019-07-08,75,65,70,-2.9,0,5,0,0,0
2019-07-09,80,63,71.5,-1.5,0,7,0,0,0
2019-07-10,79,63,71,-2.1,0,6,0,0,0
2019-07-11,85,63,74,0.8,0,9,0,0,0
2019-07-12,86,64,75,1.7,0,10,0,0,0
2019-07-13,85,65,75,1.6,0,10,0,0,0
2019-07-14,81,66,73.5,0,0,9,0,0,0
2019-07-15,84,63,73.5,0,0,9,0,0,0
2019-07-16,85,65,75,1.4,0,10,0,0,0
2019-07-17,82,67,74.5,0.9,0,10,0,0,0
2019-07-18,82,65,73.5,-0.2,0,9,0,0,0
2019-07-19,82,64,73,-0.7,0,8,0,0,0
2019-07-20,80,65,72.5,-1.2,0,8,0,0,0
2019-07-21,81,64,72.5,-1.3,0,8,0,0,0
2019-07-22,85,64,74.5,0.7,0,10,0,0,0
2019-07-23,92,69,80.5,6.7,0,16,0,0,0
2019-07-24,95,71,83,9.2,0,18,0,0,0
2019-07-25,93,72,82.5,8.6,0,18,0,0,0
2019-07-26,91,69,80,6.1,0,15,0,0,0
2019-07-27,90,69,79.5,5.6,0,15,0,0,0
2019-07-28,85,68,76.5,2.6,0,12,0,0,0
2019-07-29,83,66,74.5,0.6,0,10,0,0,0
2019-07-30,84,67,75.5,1.6,0,11,0,0,0
2019-07-31,83,67,75,1.1,0,10,0,0,0
2019-08-01,83,66,74.5,0.6,0,10,0,0,0
2019-08-02,84,66,75,1,0,10,0,0,0
2019-08-03,87,66,76.5,2.5,0,12,0,0,0
2019-08-04,86,66,76,2,0,11,0,0,0
2019-08-05,85,64,74.5,0.5,0,10,0,0,0
2019-08-06,88,67,77.5,3.5,0,13,0,0,0
2019-08-07,83,65,74,0,0,9,0,0,0
2019-08-08,80,64,72,-2.1,0,7,0,0,0
2019-08-09,83,64,73.5,-0.6,0,9,0,0,0
2019-08-10,83,64,73.5,-0.6,0,9,0,0,0
2019-08-11,84,65,74.5,0.4,0,10,0,0,0
2019-08-12,84,64,74,-0.2,0,9,0,0,0
2019-08-13,83,65,74,-0.2,0,9,0,0,0
2019-08-14,83,63,73,-1.2,0,8,0,0,0
2019-08-15,82,62,72,-2.2,0,7,0,0,0
2019-08-16,81,63,72,-2.3,0,7,0,0,0
2019-08-17,81,67,74,-0.3,0,9,0,0,0
2019-08-18,80,65,72.5,-1.8,0,8,0,0,0
2019-08-19,82,65,73.5,-0.9,0,9,0,0,0
2019-08-20,86,65,75.5,1.1,0,11,0,0,0
2019-08-21,90,63,76.5,2.1,0,12,0,0,0
2019-08-22,84,67,75.5,1.1,0,11,0,0,0
2019-08-23,83,66,74.5,0.1,0,10,0,0,0
2019-08-24,88,67,77.5,3,0,13,0,0,0
2019-08-25,89,68,78.5,4,0,14,0,0,0
2019-08-26,92,69,80.5,6,0,16,0,0,0
2019-08-27,89,70,79.5,5,0,15,0,0,0
2019-08-28,86,70,78,3.5,0,13,0,0,0
2019-08-29,86,69,77.5,3,0,13,0,0,0
2019-08-30,90,71,80.5,6,0,16,0,0,0
2019-08-31,89,69,79,4.6,0,14,0,0,0
2019-09-01,85,68,76.5,2.1,0,12,0,0,0
2019-09-02,97,71,84,9.6,0,19,0,0,0
2019-09-03,92,72,82,7.7,0,17,0,0,0
2019-09-04,95,72,83.5,9.2,0,19,0,0,0
2019-09-05,94,73,83.5,9.3,0,19,0,0,0
2019-09-06,93,73,83,8.8,0,18,0,0,0
2019-09-07,89,67,78,3.9,0,13,0,0,0
2019-09-08,81,65,73,-1,0,8,0,0,0
2019-09-09,82,66,74,0,0,9,0,0,0
2019-09-10,79,68,73.5,-0.4,0,9,0,0,0
2019-09-11,82,68,75,1.2,0,10,0,0,0
2019-09-12,85,66,75.5,1.8,0,11,0,0,0
2019-09-13,91,67,79,5.4,0,14,0,0,0
2019-09-14,95,70,82.5,9,0,18,0,0,0
2019-09-15,87,67,77,3.6,0,12,0,0,0
2019-09-16,83,67,75,1.8,0,10,0,0,0
2019-09-17,83,68,75.5,2.4,0,11,0,0,0
2019-09-18,83,67,75,2,0,10,0,0,0
2019-09-19,82,67,74.5,1.7,0,10,0,0,0
2019-09-20,82,65,73.5,0.8,0,9,0,0,0
2019-09-21,87,65,76,3.5,0,11,0,0,0
2019-09-22,94,67,80.5,8.1,0,16,0,0,0
2019-09-23,84,67,75.5,3.3,0,11,0,0,0
2019-09-24,85,65,75,2.9,0,10,0,0,0
2019-09-25,86,69,77.5,5.6,0,13,0,0,0
2019-09-26,79,70,74.5,2.7,0,10,0,0,0
2019-09-27,77,69,73,1.4,0,8,0,0,0
2019-09-28,72,64,68,-3.5,0,3,0.03,0,0
2019-09-29,76,60,68,-3.3,0,3,0,0,0
2019-09-30,76,57,66.5,-4.6,0,2,0,0,0
2019-10-01,76,59,67.5,-3.5,0,3,0,0,0
2019-10-02,81,60,70.5,-0.3,0,6,0,0,0
2019-10-03,79,59,69,-1.7,0,4,0,0,0
2019-10-04,79,59,69,-1.5,0,4,0,0,0
2019-10-05,83,60,71.5,1.2,0,7,0,0,0
2019-10-06,89,58,73.5,3.3,0,9,0,0,0
2019-10-07,85,60,72.5,2.5,0,8,0,0,0
2019-10-08,81,60,70.5,0.6,0,6,0,0,0
2019-10-09,77,62,69.5,-0.2,0,5,0,0,0
2019-10-10,83,65,74,4.4,0,9,0,0,0
2019-10-11,89,57,73,3.6,0,8,0,0,0
2019-10-12,86,60,73,3.7,0,8,0,0,0
2019-10-13,78,57,67.5,-1.6,0,3,0,0,0
2019-10-14,76,62,69,0,0,4,0,0,0
2019-10-15,83,60,71.5,2.7,0,7,0,0,0
2019-10-16,95,62,78.5,9.9,0,14,0,0,0
2019-10-17,79,64,71.5,3,0,7,0,0,0
2019-10-18,77,62,69.5,1.2,0,5,0,0,0
2019-10-19,80,60,70,1.8,0,5,0,0,0
2019-10-20,88,62,75,7,0,10,0,0,0
2019-10-21,92,67,79.5,11.6,0,15,0,0,0
2019-10-22,97,64,80.5,12.8,0,16,0,0,0
2019-10-23,93,64,78.5,11,0,14,0,0,0
2019-10-24,97,64,80.5,13.1,0,16,0,0,0
2019-10-25,93,64,78.5,11.3,0,14,0,0,0
2019-10-26,89,64,76.5,9.5,0,12,0,0,0
2019-10-27,74,62,68,1.2,0,3,0,0,0
2019-10-28,77,57,67,0.4,0,2,0,0,0
2019-10-29,73,54,63.5,-2.9,1,0,0,0,0
2019-10-30,77,55,66,-0.2,0,1,0,0,0
2019-10-31,79,53,66,0,0,1,0,0,0
2019-11-01,84,57,70.5,4.7,0,6,0,0,0
2019-11-02,86,55,70.5,4.9,0,6,0,0,0
2019-11-03,81,52,66.5,1.1,0,2,0,0,0
2019-11-04,82,53,67.5,2.3,0,3,0,0,0
2019-11-05,80,53,66.5,1.5,0,2,0,0,0
2019-11-06,73,55,64,-0.7,1,0,0,0,0
2019-11-07,75,60,67.5,3,0,3,0,0,0
2019-11-08,85,55,70,5.7,0,5,0,0,0
2019-11-09,91,59,75,11,0,10,0,0,0
2019-11-10,77,57,67,3.2,0,2,0,0,0
2019-11-11,73,62,67.5,4,0,3,0,0,0
2019-11-12,77,59,68,4.7,0,3,0,0,0
2019-11-13,73,59,66,3,0,1,0,0,0
2019-11-14,72,57,64.5,1.7,0,0,0,0,0
2019-11-15,72,58,65,2.5,0,0,0,0,0
2019-11-16,80,53,66.5,4.2,0,2,0,0,0
2019-11-17,92,55,73.5,11.5,0,9,0,0,0
2019-11-18,92,63,77.5,15.7,0,13,0,0,0
2019-11-19,80,61,70.5,9,0,6,0,0,0
2019-11-20,64,52,58,-3.3,7,0,0.63,0,0
2019-11-21,68,54,61,0,4,0,0,0,0
2019-11-22,72,54,63,2.2,2,0,0,0,0
2019-11-23,76,55,65.5,5,0,1,0,0,0
2019-11-24,78,52,65,4.7,0,0,0,0,0
2019-11-25,71,51,61,0.9,4,0,0,0,0
2019-11-26,68,54,61,1.2,4,0,0,0,0
2019-11-27,59,50,54.5,-5.1,10,0,0.49,0,0
2019-11-28,52,47,49.5,-9.9,15,0,1,0,0
2019-11-29,60,43,51.5,-7.7,13,0,0,0,0
2019-11-30,61,47,54,-5,11,0,0,0,0
2019-12-01,65,52,58.5,-0.3,6,0,0,0,0
2019-12-02,71,51,61,2.3,4,0,0,0,0
2019-12-03,69,54,61.5,3,3,0,0,0,0
2019-12-04,64,57,60.5,2.2,4,0,1.12,0,0
2019-12-05,69,53,61,2.8,4,0,0,0,0
2019-12-06,69,56,62.5,4.4,2,0,0.04,0,0
2019-12-07,68,62,65,7.1,0,0,0.01,0,0
2019-12-08,66,57,61.5,3.7,3,0,0.2,0,0
2019-12-09,71,52,61.5,3.8,3,0,0,0,0
2019-12-10,69,51,60,2.4,5,0,0,0,0
2019-12-11,69,50,59.5,2,5,0,0,0,0
2019-12-12,74,53,63.5,6,1,0,0,0,0
2019-12-13,71,54,62.5,5.1,2,0,0,0,0
2019-12-14,68,56,62,4.7,3,0,0,0,0
2019-12-15,64,53,58.5,1.2,6,0,0,0,0
2019-12-16,70,48,59,1.7,6,0,0,0,0
2019-12-17,71,43,57,-0.2,8,0,0,0,0
2019-12-18,65,46,55.5,-1.7,9,0,0,0,0
2019-12-19,69,45,57,-0.2,8,0,0,0,0
2019-12-20,77,50,63.5,6.3,1,0,0,0,0
2019-12-21,75,52,63.5,6.3,1,0,0,0,0
2019-12-22,69,54,61.5,4.3,3,0,0.8,0,0
2019-12-23,60,51,55.5,-1.7,9,0,0.92,0,0
2019-12-24,64,48,56,-1.3,9,0,0,0,0
2019-12-25,61,51,56,-1.3,9,0,1.07,0,0
2019-12-26,56,47,51.5,-5.8,13,0,0.68,0,0
2019-12-27,66,44,55,-2.4,10,0,0,0,0
2019-12-28,64,44,54,-3.4,11,0,0,0,0
2019-12-29,63,47,55,-2.4,10,0,0,0,0
2019-12-30,66,54,60,2.5,5,0,0,0,0
2019-12-31,75,49,62,4.5,3,0,0,0,0
